corpus_id,title,abstract,phase,PO1_population_clinician,CO2_concept_llm_presence,CO3_concept_cdss_function,CX4_context_clinical_data,OT5_other,decision,rationale
135,Can Humanlike Reasoning Be Replicated in Large Language Models for Clinical Decision-Making?,"A recent study comparing physicians and large language models on clinical reasoning tasks has received widespread attention. In this News and Perspectives article, JMIR Correspondent Shalini Kathuria Narang speaks to one of the study's researchers and reports on the real-world implications that can and cannot be drawn from its findings.",1,,,,,,,
136,Exploration of the assessment of clinical decision-making capabilities in Clinical Oncology based on generative large language models.,"BACKGROUND: With advancements in large language model (LLM) technology, generative artificial intelligence (AI) has shown transformative potential in healthcare, particularly in optimizing clinical workflows through data integration and semantic reasoning for clinical decision support (CDS). However, existing AI models primarily rely on logical deductions from standardized guidelines, and their effectiveness in complex, high-risk clinical scenarios remains to be further validated. This study evaluates the CDS efficacy of DeepSeek R1 and ChatGPT-4 o1 in real-world oncology diagnosis and treatment settings, assessing the accuracy and adaptability of their recommendations through a multidimensional framework.
METHODS: A time-sequenced, chain-structured clinical question set was developed based on real oncology cases. Responses from DeepSeek R1 and ChatGPT-4 o1 were independently generated and blindly evaluated for accuracy and feasibility by four oncology experts. Statistical analysis and visualization were performed using Prism GraphPad 10.0.
RESULTS: Both DeepSeek R1 and ChatGPT-4 o1 demonstrated overall competent performance in oncology CDS, with no significant differences compared to human clinicians. Evaluations using a clinical decision quality assessment scale indicated robust performance for both models. Subgroup analysis revealed that DeepSeek R1 outperformed in medical humanistic care, while ChatGPT-4 o1 excelled in readability. No statistical differences were observed between the two models in knowledge accuracy, test rationality, or medication standardization.
CONCLUSION: Generative AI models such as DeepSeek R1 and ChatGPT-4 o1 exhibit comprehensive capabilities in oncology CDS comparable to clinicians, suggesting potential clinical utility. However, AI reliability in complex cases requires improvement and cannot yet replace physicians' expertise. Future research should prioritize multimodal knowledge integration and ethical oversight to enhance AI's role in optimizing diagnostic efficiency and humanistic care quality.",1,,,,,,,
137,Tests of large language models' medical competence and application for clinical decision support of musculoskeletal rehabilitation.,"OBJECTIVE: Large language models (LLMs) are currently abundant and diverse, yet clinicians lack clarity on top performers, with uncertainty about general LLMs' expertise in musculoskeletal rehabilitation. This study aims to investigate the potential and correctness of LLMs in clinical application, and to evaluate whether LLMs could assist primary rehabilitation therapists to prepare for rehabilitation examination.
METHOD: 8 primary doctors and therapists tested 10 LLMs in the first test, 5 senior doctors and therapists assessed answers in the second test, and 5 primary therapists acted as examinees in the third test. We assessed the quality of case analysis based on six different dimensions, including Case Understanding, Clinical Reasoning, Primary Diagnosis, Differential Diagnosis, Treatment Plan Accuracy and Safety, and Guidelines & Consensus.
RESULTS: In the first test, only ERNIE Bot X1 Turbo and Doubao 1.5 pro had accuracy rates of over 90%, and Chinese LLMs had significantly fewer incorrect questions than English LLMs (9.6% vs. 14.8%, P &lt; 0.001). In the second test, Doubao 1.5 pro achieved relatively high scores in both cases, and LLMs gained high scores in ""Case understanding"", ""Clinical Reasoning"" and ""Diagnosis"". In the third test, primary therapists achieving a mean accuracy rate of 76.9%, and Doubao 1.5 pro improved its accuracy rates to 85.8%.
CONCLUSIONS: Doubao 1.5 pro possessed competent ability and application prospects, and was assessed as the best LLM for answering musculoskeletal rehabilitation questions. We also demonstrated that the response quality of local-language LLMs was significantly better than that of English LLMs in answering localized language questions.",1,,,,,,,
138,Large language models with retrieval-augmented generation enhance expert modelling of Bayesian network for clinical decision support.,"PURPOSE: Bayesian networks (BNs) are valuable for clinical decision support due to their transparency and interpretability. However, BN modelling requires considerable manual effort. This study explores how integrating large language models (LLMs) with retrieval-augmented generation (RAG) can improve BN modelling by increasing efficiency, reducing cognitive workload, and ensuring accuracy.
METHODS: We developed a web-based BN modelling service that integrates an LLM-RAG pipeline. A fine-tuned GTE-Large embedding model was employed for knowledge retrieval, optimised through recursive chunking and query expansion. To ensure accurate BN suggestions, we defined a causal structure for medical idioms by unifying existing BN frameworks. GPT-4 and Mixtral 8x7B were used to handle complex data interpretation and to generate modelling suggestions, respectively. A user study with four clinicians assessed usability, retrieval accuracy, and cognitive workload using NASA-TLX. The study demonstrated the system's potential for efficient and clinically relevant BN modelling.
RESULTS: The RAG pipeline improved retrieval accuracy and answer relevance. Recursive chunking with the fine-tuned embedding model GTE-Large achieved the highest retrieval accuracy score (0.9). Query expansion and Hyde optimisation enhanced retrieval accuracy for semantic chunking (0.75 to 0.85). Responses maintained high faithfulness ( ≥ 0.9). However, the LLM occasionally failed to adhere to predefined causal structures and medical idioms. All clinicians, regardless of BN experience, created comprehensive models within one hour. Experienced clinicians produced more complex models, but occasionally introduced causality errors, while less experienced users adhered more accurately to predefined structures. The tool reduced cognitive workload (2/7 NASA-TLX) and was described as intuitive, although workflow interruptions and minor technical issues highlighted areas for improvement.
CONCLUSION: Integrating LLM-RAG into BN modelling enhances efficiency and accuracy. Future work may focus on automated preprocessing, refinements of the user interface, and extending the RAG pipeline with validation steps and external biomedical sources. Generative AI holds promise for expert-driven knowledge modelling.",1,,,,,,,
139,Large Language Models: Could They Be the Next Generation of Clinical Decision Support Systems in Cardiovascular Diseases?,,1,,,,,,,
140,Feasibility of Large Language Model-Based Standardized Virtual Patients to Support Clinical Decision-Making Training in Operative Dentistry: Mixed Methods Study.,"BACKGROUND: Clinical decision-making training in operative dentistry commonly relies on real or standardized patients to develop undergraduate students' ability to deliver safe, effective, and patient-centered care. However, training with real or standardized patients can be limited in scalability, cost-effectiveness, and accessibility. Large language models, with their human-like language capabilities, may have the potential to simulate patients in clinical encounters and help overcome some limitations associated with traditional training approaches.
OBJECTIVE: This study aimed to evaluate the feasibility of using large language model-based standardized virtual patients to support undergraduate dental students' clinical decision-making training in operative dentistry.
METHODS: This mixed methods cross-sectional feasibility study was conducted during a simulation-based clinical decision-making training session in the Operative Dentistry and Cariology course at the College of Dentistry, King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia. Eligible participants were second-year undergraduate dental students enrolled in the course. A convenience sampling approach was used, with all eligible students (N=50) invited to participate. A total of 41 students completed the study, 23 (56%) of whom were male. The students were divided into 8 groups. Each group interacted with 2 standardized virtual patients powered by ChatGPT-4o (OpenAI) through the Chatbase platform to complete comprehensive history-taking and then reviewed the standardized virtual patients' intraoral photographs and bitewing radiographs. For each standardized virtual patient, students as a group recorded diagnoses, performed a risk assessment, and formulated a treatment plan. Students then completed the Student Satisfaction and Self-Confidence in Learning questionnaire. The quality of the standardized virtual patient responses and overall dialogue realism were evaluated using the Dialogue Authenticity Scale. The dialogues were also thematically analyzed to identify authenticity-undermining response features and explore their context and underlying causes.
RESULTS: Students perceived the simulation-based training session positively, with all questionnaire items showing high median scores (4.00-5.00 on a 5-point scale), and both item-level IQRs and 95% CIs spanning no more than 1.0 scale point. In addition, standardized virtual patient responses were largely authentic, with an overall median authenticity rating of 4.50 (IQR 4.00-5.00; 95% CI 4.00-5.00) on a 6-point scale across all interactions. However, several authenticity-undermining response features were identified, including responses that were inconsistent with typical human behavior, contained information beyond a patient's likely knowledge, or were factually incorrect.
CONCLUSIONS: This proof-of-concept study supports the feasibility of implementing large language model-based standardized virtual patients in undergraduate simulation-based clinical decision-making training in operative dentistry. In a dental context where this application has been only minimally evaluated, this study provides early evidence of positive student perceptions, acceptability, and largely authentic dialogue, while also identifying important performance limitations. Further research is warranted to optimize performance and to evaluate the educational effectiveness of this approach in improving undergraduate students' clinical skills and knowledge.",1,,,,,,,
141,Emotion-Adaptive Large Language Model-Driven Clinical Decision Support: User Evaluation of the Empathic Clinical Decision Support System Framework for Trust and Explainability.,"BACKGROUND: The increasing prevalence of cannabis use has motivated researchers to develop computational behavioral models that predict usage patterns and related health impacts in naturalistic environments. However, the opaque nature of many artificial intelligence (AI) systems limits users' ability to interpret outputs and undermines trust. Existing explainable artificial intelligence techniques often remain overly technical and do not account for the confusion or frustration clinicians may experience when interpreting complex model explanations.
OBJECTIVE: We propose and evaluate an empathic clinical decision support system (empathic-CDSS) that integrates large language models (LLMs) with real-time emotion recognition and explainability modules. The goal is to provide transparent, adaptive, and emotionally attuned explanations that enhance interpretability, user confidence, and trust in AI-assisted clinical decision-making.
METHODS: Our empathic-CDSS integrates explainable artificial intelligence, causal inference, and affective computing within an interactive LLM-driven framework. Users' affective states were inferred using the circumplex model of affect, which characterizes emotions along 2 dimensions: valence (the degree of pleasure or displeasure) and arousal (the level of physiological activation or energy). Based on the captured emotional signals, the system dynamically adjusts the tone, structure, style, and complexity of its explanations generated by a fine-tuned LLM, enabling personalized and plain-language explanations. A total of 33 participants with diverse medical and technical backgrounds engaged with the system through guided evaluation tasks and postsession assessments to evaluate 6 dimensions of user-centered questions: usability, personalization and relevance of insights, clarity and comprehensibility, system benefits, satisfaction, and trust and reliability.
RESULTS: Our empathic-CDSS effectively generated personalized and transparent explanations that revealed the causal reasoning behind model predictions while enhancing users' emotional engagement and trust in the system's decision logic. Continuous, affect-based feedback enabled the system to dynamically adapt explanation delivery to individual user needs. Participants reported significantly improved usability, clarity, satisfaction, and trust compared with a baseline clinical decision support system without emotion adaptation. Improvements were also observed across additional evaluation dimensions, including personalization and perceived system benefits, supporting the feasibility and added value of integrating empathy-aware communication into AI-driven clinical decision support.
CONCLUSIONS: This study introduces a transparent, trustworthy, and emotionally adaptive framework for AI-assisted prediction and clinical decision support. By uniting causal reasoning, affective sensing, and LLM-based natural-language explanations, the empathic-CDSS offers a novel direction for developing emotionally intelligent and user-centered AI systems, with potential applications in behavioral monitoring and personalized interventions, including cannabis use and related health domains.",1,,,,,,,
142,Development and External Validation of a Large Language Model-Based Clinical Decision Support System for Colonoscopy Surveillance Intervals.,"BACKGROUND: Adherence to guideline-based colonoscopy surveillance intervals remains suboptimal. Large language models (LLMs) show promise for automating interval assignment, but prior studies relied on proprietary models and have variably assessed generalizability. We developed and externally validated a clinical decision support system (CDS) that integrates locally deployable, open-source LLM-based variable extraction with a rules engine that encodes the 2020 U.S. Multi-Society Task Force (USMSTF) guidelines.
METHODS: We assembled development (n = 256), internal (n = 450), and external validation (n = 415) cohorts of colonoscopy-pathology dyads. We developed a three-stage CDS including: (1) LLM-based extraction of diagnosis-bearing sections from pathology reports, (2) LLM-based extraction of surveillance-relevant variables, and (3) deterministic assignment of surveillance intervals using USMSTF logic. Seven open-source LLMs (3.8-32B parameters) were benchmarked; the highest-performing model by macro-averaged F1 score was locked prior to validation. The primary outcome was guideline-concordant interval assignment (target, 90%); secondary outcomes included extraction performance and hallucination rate.
RESULTS: The best-performing open-source model, Gemma-27B-Instruct (macro-F1: 0.992), was locked. The CDS achieved 94.0% guideline-concordant surveillance interval assignment in internal validation (95% CI, 91.8-96.0%; κ = 0.92 [95% CI, 0.89-0.95]) and 92.8% concordance in external validation (95% CI, 90.1-95.2%; κ = 0.88 [95% CI, 0.84-0.91]). Misclassifications were primarily due to adenoma miscounting and diagnostic biopsies misinterpreted as resections. Hallucination-related errors occurred in fewer than 1% of cases.
CONCLUSION: We report an externally validated, hybrid LLM-rules-based CDS for colonoscopy surveillance that achieves >90% concordance while preserving transparency, auditability, and guideline traceability.",1,,,,,,,
143,AI-Powered Clinical Decision Support in Dentistry: Comparative Evaluation of Large Language Models for Oral Medicine and Periodontal Diagnosis.,"BACKGROUND This study evaluates the diagnostic performance of 3 prominent artificial intelligence (AI)-powered large language models (LLMs) - ChatGPT, Copilot, and Gemini - as AI assistants for the diagnosis of oral lesions and periodontal conditions using comprehensive statistical analysis. MATERIAL AND METHODS A retrograde study was conducted on 385 cases with definite diagnoses from the College of Dentistry, Taibah University, Saudi Arabia. Clinical and radiographic images were presented to each AI model, and the diagnostic performance of the LLMs was evaluated using a 5-point Likert scale across 8 criteria: diagnostic concordance, time efficiency, ease of use, clarity of explanation, comprehensiveness, ability to answer questions, reliability, and diagnostic range. Statistical analysis included descriptive statistics with 95% confidence intervals, Friedman tests, post-hoc pairwise comparisons, correlation analysis, effect size calculations, and reliability assessment using Cronbach's alpha. RESULTS ChatGPT demonstrated superior performance with an overall score of 4.846±0.075, followed by Copilot (4.433±0.163) and Gemini (4.234±0.088). Friedman tests revealed statistically significant differences across all evaluation criteria (P<0.001). Post-hoc analyses showed ChatGPT significantly outperformed both Gemini and Copilot in all criteria. Internal consistency was excellent for all systems (Cronbach alpha: 0.801-0.911). CONCLUSIONS The LLMs, particularly ChatGPT, demonstrate significant potential as reliable AI assistants for oral and periodontal diagnosis. The comprehensive statistical analysis confirms the superior performance of ChatGPT across multiple evaluation dimensions, supporting its potential integration into clinical practice.",1,,,,,,,
144,Clinical Decision Support in Retina Using Large Language Models and Vision-Language Models.,,1,,,,,,,
145,Reply to Letter to the Editor: 'Large Language Models: Could They Be the Next Generation of Clinical Decision Support Systems in Cardiovascular Diseases?'.,,1,,,,,,,
146,ZhongdaChat-ED: a medical large language model for personalized erectile dysfunction health consultation and professional clinical decision-making using retrieval-augmented generation.,"Artificial intelligence (AI)-driven large language models (LLMs) hold potential for medical applications but face challenges, such as inaccurate or outdated training data. In this study, ZhongdaChat-ED, a personalized medical LLM integrating retrieval-augmented generation (RAG) technology, was developed to enhance erectile dysfunction (ED) counseling and clinical decision-making. The model was built using the open-source Deepseek-r1:32b framework, augmented with two specialized databases: a patient health consultation database and a clinical decision support database updated with real-time medical advancements. Two versions of ZhongdaChat-ED were developed: a Consumer Version for patient-facing health consultations and a Professional Version for clinician support. Performance was evaluated against four commonly used LLMs (ChatGPT4, Copilot, Claude, and Gemini) through simulated clinical consultations and case analyses. Three urologists and three patients assessed responses across various dimensions, including accuracy, human caring, ease of understanding, clinical significance, and informational frontier. The Consumer Version outperformed commonly used LLMs in accuracy (4.77/5), human caring (4.86/5), and ease of understanding (4.88/5) with all P < 0.001. The Professional Version demonstrated significantly higher clinical significance (>85.2% case score rate) and informational frontier scores (4.52/5) than those of other models ( P < 0.001). ZhongdaChat-ED effectively addresses limitations of conventional LLMs by leveraging RAG to integrate real-time, domain-specific data. ZhongdaChat-ED shows promise in enhancing patient health consultation and clinician decision-making for ED, underscoring the value of tailored AI systems in bridging gaps between generalized AI and specialized medical needs. Future work should expand multimodal capabilities and cross-disciplinary integration to broaden clinical utility.",1,,,,,,,
147,Evaluation of large language models in supporting autoimmune liver disease diagnosis and clinical decision-making: advantages of reasoning-based models.,"INTRODUCTION: Large-language models (LLMs) have demonstrated increasing potential in healthcare, including applications in clinical information retrieval, medical reasoning, and decision support. Autoimmune liver diseases (AILDs), including autoimmune hepatitis, primary biliary cholangitis, primary sclerosing cholangitis, and IgG4-related liver disease, are rare and heterogeneous conditions that often present with nonspecific features and require specialized expertise for accurate diagnosis and management. In resource-limited settings, limited access to hepatology subspecialists may contribute to delayed diagnoses and suboptimal care. Although reasoning-oriented LLMs are designed to support structured clinical inference, their performance on AILD-related tasks has not been systematically evaluated.
AIM: To evaluate and compare the accuracy, safety, readability, comprehensiveness, and diagnostic performance of six large language models for addressing AILD-related clinical questions and real-world cases.
METHOD: We developed 26 clinically relevant questions spanning the key domains of AILDs, including pathogenesis, risk factors, clinical presentation, diagnosis, treatment, and prognosis. Six publicly available LLMs (o1-preview, Claude-3.5-Sonnet, GPT-4o, GPT-4o-mini, GPT-3.5-Turbo, and LLaMA-3.1-405B) generated responses that were independently evaluated by 11 board-certified hepatologists with more than 10 years of specialty experience. Accuracy, safety, readability, comprehensiveness, and clinical helpfulness were assessed by using predefined rating scales. Diagnostic performance was further evaluated in three models (o1-preview, GPT-4o, and GPT-3.5-Turbo) using 21 confirmed real-world AILD cases, with accuracy determined by comparison with gold-standard clinical diagnoses.
RESULTS: Among the six models, the o1-preview demonstrated the highest overall performance. It achieved the greatest proportion of accurate responses (78.3%), the highest mean safety score, and the most favorable readability profile, despite generating the longest responses. Comprehensiveness and helpfulness ratings were also highest for o1-preview. In diagnostic testing, the o1-preview achieved an overall accuracy of 81.0%, outperforming GPT-4o and GPT-3.5-Turbo, particularly in single-entity AILD diagnoses. All models demonstrated reduced diagnostic accuracy for autoimmune hepatitis-primary biliary cholangitis overlap syndrome.
CONCLUSION: Reasoning-based LLMs, particularly o1-preview, demonstrate potential value in supporting clinical information delivery and diagnostic reasoning for AILDs, especially in resource-limited settings. However, LLM outputs should serve as adjunctive support rather than substitutes for specialist judgment. Further domain-specific refinement and multicenter validation are necessary to ensure safe and effective integration into hepatology and clinical pharmacy practices.",1,,,,,,,
148,Implicit bias in safety-aligned large language models: A multi-faceted evaluation of clinical decision-making and health equity.,"BACKGROUND: Large language models are increasingly integrated into healthcare for clinical decision support and patient communication. Although these models can pass explicit social bias tests, they may retain implicit biases-latent associations between social groups and attributes-that could influence medical judgment.
OBJECTIVE: To systematically evaluate the presence, magnitude, and behavioral impact of implicit biases in large language models within the medical domain across six high-stakes categories: gender, race, socioeconomic status, health conditions, religion, and healthcare systems.
DESIGN: A descriptive cross-sectional study using a multi-faceted evaluation framework.
SETTING(S): Computational analysis of 10 mainstream global large language models, including proprietary models (ChatGPT-4o, Gemini-2.0-Flash) and open-source models (DeepSeek-V3, Qwen3).
METHODS: We constructed 24 medical bias datasets across six categories. Bias was assessed using three methods: (1) the Large Language Model Word Association Test, a prompt-based method for revealing implicit biases; (2) the Large Language Model Relative Decision Test, a strategy for detecting subtle discrimination in situational decision-making; (3) Paired-Prompt Analysis, used to examine whether implicit associations predict discriminatory decisions.
RESULTS: All 10 models exhibited systematic implicit biases (Mean IAT Bias > 0) across all categories, with the strongest biases observed in Race (Mean = 0.61) and Socioeconomic Status (Mean = 0.56). Advanced reasoning capabilities (Chain-of-Thought) did not significantly reduce bias magnitude. Crucially, stronger implicit associations significantly predicted discriminatory choices in downstream medical decision tasks (p < 0.001).
CONCLUSION: Current safety alignment techniques fail to eliminate implicit biases in large language models within the medical domain. These latent associations translate into biased decision-making, posing risks for health equity. Future development must prioritize representational debiasing over superficial alignment. Furthermore, healthcare professionals must embrace a stance of ""AI vigilance"": they should critically evaluate algorithmic outputs as fallible ""second opinions"" rather than objective truths, thereby ensuring that human judgment remains the ultimate safeguard for equitable patient care.",1,,,,,,,
149,Large language models as clinical decision-support tools in multiple sclerosis and neuromyelitis optica spectrum disorders: A comparative study of ChatGPT-4o and neurologists.,"BACKGROUND: Therapeutic inertia (TI) remains a critical barrier to optimizing outcomes in multiple sclerosis (MS) and neuromyelitis optica spectrum disorders (NMOSDs).
OBJECTIVE: We evaluated the proficiency of ChatGPT-4o in addressing complex neuro-immunological management challenges compared to practicing neurologists.
METHODS: We conducted a comparative analysis using 21 clinical vignettes derived from a multicenter research framework. Responses from 290 neurologists were benchmarked against ChatGPT-4o, both with and without Retrieval-Augmented Generation (RAG). The primary endpoint was guideline-adherent decision-making at the item level, with the prevalence of TI as a secondary clinical outcome. Scenarios included MS therapy escalation, aquaporin-4-IgG positive NMOSD management, and serum neurofilament light chain integration.
RESULTS: ChatGPT-4o with RAG achieved significantly higher guideline adherence in decision-making than neurologists (80.5% vs. 66.5%; p = 0.001). Multivariable generalized estimating equation models identified ChatGPT-4o as an independent predictor of evidence-based decision-making (Odds ratio 3.17; 95% confidence interval: 2.05-4.88; p &lt; 0.0001). While the model demonstrated a lower propensity for TI overall, performance parity occurred in emerging biomarker scenarios where clinical consensus is still evolving.
CONCLUSIONS: ChatGPT-4o demonstrated superior guideline adherence and reduced TI compared to neurologists. Integrating Large Language Models as clinical decision-support tools may enhance the standardization of neuro-immunological care and serve as a valuable adjunct to mitigate human cognitive biases.",1,,,,,,,
150,Using Large Language Models to Automate the Comparison and Integration of Evolving Clinical Practice Guidelines into Clinical Decision Support Systems.,"Clinical decision support systems (CDSSs) can improve the compliance of therapeutic decisions with clinical practice guidelines (CPGs). However, the rapid evolution of CPGs creates major challenges in keeping CDSS knowledge bases up to date. This study investigates the use of Large Language Models (LLMs) to automate the comparison of breast cancer CPGs over time, focusing on AP-HP (2016), implemented in the DESIREE guideline-based CDSS, and SENORIF (2021-2022). The aim was to automatically identify guideline-derived recommendations in both CPGs and update DESIREE knowledge base accordingly. The top-performing LLM, a fine-tuned Mistral Large model, achieved an average performance (F1 score: 0.49), and many inconsistencies were observed. While fine-tuned LLMs show promising potential for supporting guideline maintenance, they still face significant limitations, highlighting the need for structured CPG formats to ensure reliable CDSS integration.",1,,,,,,,
151,Trials for LLM-supported clinical decisions in African primary healthcare.,,1,,,,,,,
152,Using LLMs to Interpret Arterial Blood Gases: Comparison of a Novel Math Scratchpad with Different Prompting Methods in a Three-Arm Trial.,"Large language models (LLMs) have demonstrated proficiency in various tasks, yet their effectiveness in a clinical decision support system (CDSS) is evolving. One challenge is their limited ability to perform calculations. This study evaluates a novel method of using a custom math scratchpad to perform domain-specific calculations in interpreting Arterial Blood Gases (ABGs). Three methods are compared: zero-shot prompting (Method 1), prompt engineering with Retrieval-Augmented Generation (RAG) (Method 2), and a combined novel math scratchpad, RAG, and prompt engineering (Method 3). The LLM-integrated CDSS achieved an accuracy rate of 86% (43/50) [confidence interval (CI) 74%-93%] across a dataset of 50 ABG results when utilizing Method 3, compared to 78% (39/50) [CI 65%-87%] for Method 2 and 48% (24/50) [CI 35%-61%] for Method 1. The evaluation demonstrates a math scratchpad's utility in ABG interpretation by overcoming LLMs' calculation limitation. Further testing with real-world patient ABG data is needed.",1,,,,,,,
153,Open-source LLM DeepSeek on a par with proprietary models in clinical decision making.,,1,,,,,,,
154,Beyond hype: Separating large language model-driven health literacy from clinical decision support system diagnostic rigour.,,1,,,,,,,
155,Agentic GPT-5.0 system outperforms standard large language models and human experts in critical care clinical decision-making: a simulation study.,"BACKGROUND: Agentic artificial intelligence (AI) systems employing multi-model architectures with iterative reasoning may surpass standard single-model large language models (LLMs) in complex clinical decision-making. Comprehensive comparisons of agentic versus standard LLM deployment against human specialists in critical care remain limited.
OBJECTIVE: This simulation study compared the performance of an agentic system combining GPT-5.0 and Gemini 2.0 Flash against two standard LLMs (Gemini 2.0 Flash and GPT-4o) and human specialists in acid-base disorder interpretation and sepsis management using text-based clinical vignettes.
METHODS: Forty-five clinical vignettes (20 acid-base, 25 sepsis) developed by an independent expert panel were evaluated by: (1) Gemini 2.0 Flash (standard single-turn); (2) GPT-4o (standard single-turn); (3) an agentic system combining GPT-5.0 and Gemini 2.0 Flash with multi-step reasoning and cross-verification; and (4) 20 board-certified physicians. Responses were anonymized and assessed by two blinded graders against pre-established gold standards using an explicit scoring rubric.
RESULTS: For acid-base disorders, the agentic system achieved 91.0% overall accuracy (95% CI 85.2-96.8%), significantly outperforming GPT-4o (78.0%, P = .002), Gemini (74.5%, P < .001), and human specialists (83.0%, P = .038). SSC hour-1 bundle compliance was 96.8% for the agentic system versus 82.4% for GPT-4o, 79.2% for Gemini, and 90.4% for humans (all P < .05). ROC analysis demonstrated superior discrimination for the agentic system (AUC = 0.932) compared to humans (0.856), GPT-4o (0.814), and Gemini (0.786). Subgroup findings in complex case categories are exploratory given small case numbers.
CONCLUSIONS: In this simulation study using text-based clinical vignettes, an agentic AI system combining GPT-5.0 and Gemini 2.0 Flash demonstrated significantly higher performance than standard LLM implementations and human medical specialists in structured tasks of acid-base interpretation and sepsis bundle compliance. These simulation-based findings suggest that agentic architectures may represent a promising direction for structured clinical decision support; prospective validation in real clinical environments with actual patient data is essential before implementation.",1,,,,,,,
156,Accuracy of large language models in head and neck cancers: a comparative analysis of ChatGPT and Gemini in TNM staging and clinical decision support.,"OBJECTIVE: Large Language Models (LLMs) are increasingly integrated into oncological workflows. This study evaluated and compared the performance of ChatGPT-4o and Gemini 1.5 Pro in TNM staging and treatment planning for head and neck malignancies across diverse anatomical sites.
MATERIALS AND METHODS: A retrospective analysis was performed on 180 patients with head and neck cancer. Clinical data were processed through structured prompts to simulate real-world clinical inquiries. AI-generated TNM stages and treatment protocols were compared against AJCC 8th Edition guidelines and expert multidisciplinary tumor board decisions. The analysis focused on diagnostic accuracy, inter-rater agreement, and the impact of anatomical complexity on model performance.
RESULTS: Both models demonstrated comparable proficiency in TNM staging accuracy (ChatGPT: 75.6%, Gemini: 75.0%), showing substantial agreement with expert standards (x2 = 0.000, p = 1.000). However, a significant divergence was observed in treatment planning; Gemini achieved a 78.9% accuracy rate, significantly outperforming ChatGPT's 71.7% (p=0.043 (x2 = 4.114). Notably, ChatGPT's staging performance was sensitive to tumor localization, with decreased precision in anatomically complex regions such as the oropharynx and paranasal sinuses (p = 0.034, Cramer's V = 0.291). Conversely, Gemini demonstrated more robust spatial reasoning across different subsites.
CONCLUSION: While both LLMs provide reliable staging support, Gemini exhibits superior clinical reasoning in synthesizing multidimensional data into actionable treatment recommendations. However, a staging error rate of 25% remains a critical concern, potentially leading to inappropriate clinical pathways. These models should be viewed as auxiliary tools within an 'augmented intelligence' ecosystem, integrated with imaging and multidisciplinary inputs, rather than independent decision-makers. Strict expert supervision is mandatory to prevent subsite-specific errors from impacting surgical and oncological outcomes.",1,,,,,,,
157,St. Gallen International Breast Cancer Consensus-Based Clinical Decision Validation: Concordance Assessment Between Deep Large Language Model Outputs and Global Expert Panel Recommendations.,"BACKGROUND: The newly developed large language model (LLM) DeepSeek has shown potential for application in other medical fields. However, few systematic studies have assessed its concordance with international expert consensus or compared its performance with leading models such as Gemini 2.0 Pro and ChatGPT-4o in breast cancer.
MATERIALS AND METHODS: A total of 139 consensus questions from the 19th St. Gallen International Breast Cancer Conference (SG-BCC) were included into analysis. Each model was trained to answer each consensus question five times. The DeepSeek model was compared with the expert panel consensus in terms of concordance rate, robustness of the answers, Pearson correlation coefficient r for non-binary questions, and absolute proportion difference for binary questions. At the same time, a horizontal comparison was made with the previous LLMs Gemini 2.0 Pro and ChatGPT-4o.
RESULTS: The overall concordance rate between DeepSeek-V3 and the expert panel consensus was 63.31%, and the average answer robustness (i.e., its self-consistency across repeated queries) of DeepSeek-V3 was 86.69%. In addition, DeepSeek-V3 performed similarly to Gemini 2.0 Pro and ChatGPT-4o in terms of concordance rate of the most frequent answers (p = 0.849). In terms of model robustness, there were significant statistical differences among the models (p < 0.001), with DeepSeek-V3 significantly outperforming Gemini 2.0 Pro (p = 0.005) and ChatGPT-4o (p < 0.001).
CONCLUSIONS: DeepSeek models showed moderate concordance in following the consensus of breast cancer expert panel and showed significant advantages in answer robustness, suggesting that DeepSeek has great application potential in the field of clinical decision-making for breast cancer.",1,,,,,,,
